osmid,latitude,longitude,street_count,junction,highway,longitude,latitude
1281075156,37.4538857,137.2395534,3,,,137.2395534,37.4538857
1281075191,37.4417718,137.3035065,3,,,137.3035065,37.4417718
1281075195,37.51635,137.306108,1,,,137.306108,37.51635
1281075196,37.4366222,137.262374,1,,,137.262374,37.4366222
1281075216,37.4082083,137.2415471,3,,,137.2415471,37.4082083
1281075237,37.4614559,137.2181506,3,,,137.2181506,37.4614559
1281075269,37.4421327,137.3199542,3,,,137.3199542,37.4421327
1281075287,37.467994,137.2086652,4,,,137.2086652,37.467994
1281075311,37.3967266,137.2112031,3,,,137.2112031,37.3967266
1281075312,37.4452943,137.2870129,3,,,137.2870129,37.4452943
1281075355,37.4742029,137.341043,3,,,137.341043,37.4742029
1281075398,37.439979,137.2672125,3,,,137.2672125,37.439979
1281075412,37.5012973,137.1719437,1,,,137.1719437,37.5012973
1281075439,37.5059155,137.211112,3,,,137.211112,37.5059155
1281075503,37.4474851,137.2693251,1,,,137.2693251,37.4474851
1281075540,37.4600117,137.19354,1,,,137.19354,37.4600117
1281075579,37.4569875,137.3237296,3,,,137.3237296,37.4569875
1281075582,37.4462134,137.1557756,1,,,137.1557756,37.4462134
1281075589,37.4402905,137.2678803,3,,,137.2678803,37.4402905
1281075599,37.4281256,137.2492377,3,,,137.2492377,37.4281256
1281075616,37.4496482,137.3421525,3,,,137.3421525,37.4496482
1281075619,37.4572924,137.2396702,3,,,137.2396702,37.4572924
1281075660,37.430569,137.2502963,4,,,137.2502963,37.430569
1281075707,37.4623533,137.2229566,3,,,137.2229566,37.4623533
1281075790,37.4805123,137.1630128,3,,,137.1630128,37.4805123
1281075820,37.3977388,137.1899239,3,,,137.1899239,37.3977388
1281075883,37.4616019,137.2212456,3,,,137.2212456,37.4616019
1281075924,37.4896275,137.1202959,3,,,137.1202959,37.4896275
1281075988,37.4434521,137.2788132,4,,,137.2788132,37.4434521
1281076009,37.4302953,137.250643,4,,,137.250643,37.4302953
1281076042,37.436291,137.258744,1,,,137.258744,37.436291
1281076069,37.4403804,137.3187868,3,,,137.3187868,37.4403804
1281076085,37.4208955,137.2406464,3,,,137.2406464,37.4208955
1281076278,37.46391,137.303959,3,,,137.303959,37.46391
1281076318,37.3858894,137.1523722,3,,,137.1523722,37.3858894
1281076349,37.438927,137.259839,1,,,137.259839,37.438927
1281076464,37.4591106,137.2048073,3,,,137.2048073,37.4591106
1281076491,37.4895034,137.1675172,3,,,137.1675172,37.4895034
1281076525,37.4504149,137.2951947,4,,,137.2951947,37.4504149
1281076549,37.4974256,137.257116,3,,,137.257116,37.4974256
1281076602,37.4591869,137.2597432,3,,,137.2597432,37.4591869
1281076637,37.4275717,137.2504002,3,,,137.2504002,37.4275717
1281076668,37.408134,137.2420402,3,,,137.2420402,37.408134
1281076721,37.451393,137.2980413,3,,,137.2980413,37.451393
1281076781,37.406806,137.22725,1,,,137.22725,37.406806
1281076792,37.4696385,137.2843235,3,,,137.2843235,37.4696385
1281076827,37.5261457,137.3114977,1,,,137.3114977,37.5261457
1281076828,37.490604,137.314314,3,,,137.314314,37.490604
1281076871,37.4017048,137.2382221,3,,,137.2382221,37.4017048
1281076942,37.4950645,137.243948,3,,,137.243948,37.4950645
1281076960,37.464834,137.313533,3,,,137.313533,37.464834
1281077080,37.4506912,137.2648109,1,,,137.2648109,37.4506912
1281077232,37.4768122,137.12184,1,,,137.12184,37.4768122
1281077322,37.5161799,137.2426834,3,,,137.2426834,37.5161799
1281077335,37.5247925,137.2997213,3,,,137.2997213,37.5247925
1281077357,37.4573227,137.3276879,3,,,137.3276879,37.4573227
1281077736,37.4458421,137.2916359,4,,,137.2916359,37.4458421
1281077869,37.43273,137.2538371,3,,,137.2538371,37.43273
1281077914,37.4489721,137.2899818,4,,,137.2899818,37.4489721
1281077970,37.4333513,137.2593098,3,yes,,137.2593098,37.4333513
1281077997,37.471466,137.242075,3,,,137.242075,37.471466
1281078064,37.4446873,137.2933076,3,,,137.2933076,37.4446873
1281078071,37.4751952,137.1414158,3,,,137.1414158,37.4751952
1281078096,37.4457326,137.1460705,3,,,137.1460705,37.4457326
1281078102,37.395328,137.221103,3,,,137.221103,37.395328
1281078114,37.4431215,137.3431023,3,,,137.3431023,37.4431215
1281078302,37.505016,137.3475753,3,,,137.3475753,37.505016
1281078474,37.43574,137.2634743,4,yes,,137.2634743,37.43574
1281078566,37.415485,137.227612,1,,,137.227612,37.415485
1281078645,37.4559179,137.1996509,3,,,137.1996509,37.4559179
1281078670,37.4601815,137.223987,3,,,137.223987,37.4601815
1281078757,37.524577,137.280208,3,,,137.280208,37.524577
1281078765,37.4582525,137.1976246,3,,,137.1976246,37.4582525
1281078769,37.4647545,137.3350369,3,,,137.3350369,37.4647545
1281078806,37.4658844,137.320049,3,,,137.320049,37.4658844
1281078911,37.4651142,137.3153378,3,,,137.3153378,37.4651142
1281078952,37.452398,137.176956,1,,,137.176956,37.452398
1281079106,37.4433122,137.2878927,4,,,137.2878927,37.4433122
1281079192,37.3928658,137.2191652,3,,,137.2191652,37.3928658
1281079232,37.5217916,137.3026186,1,,,137.3026186,37.5217916
1281079301,37.4685894,137.2452463,3,,,137.2452463,37.4685894
1281079329,37.4402748,137.3214191,4,,,137.3214191,37.4402748
1281079401,37.4342233,137.2621688,3,yes,,137.2621688,37.4342233
1281079448,37.3906415,137.1779363,3,,,137.1779363,37.3906415
1281079546,37.42283,137.235857,1,,,137.235857,37.42283
1281079592,37.463276,137.310339,3,,,137.310339,37.463276
1281079623,37.4594936,137.2865822,4,,,137.2865822,37.4594936
1281079702,37.4796281,137.1580852,3,,,137.1580852,37.4796281
1281079746,37.4413342,137.1751736,3,,,137.1751736,37.4413342
1281079898,37.4548177,137.252752,4,,,137.252752,37.4548177
1281079941,37.4021856,137.2427702,4,,,137.2427702,37.4021856
1281079955,37.4491713,137.2830854,4,,,137.2830854,37.4491713
1281080026,37.4389235,137.3057654,1,,,137.3057654,37.4389235
1281080049,37.4090383,137.2361848,3,,,137.2361848,37.4090383
1281080066,37.4580169,137.192829,3,,,137.192829,37.4580169
1281080090,37.4225621,137.2491916,3,,,137.2491916,37.4225621
1281080095,37.5261011,137.2949189,5,,,137.2949189,37.5261011
1281080203,37.4755474,137.3063012,3,,,137.3063012,37.4755474
1281080205,37.4590575,137.2355807,3,,,137.2355807,37.4590575
1281080252,37.4777884,137.3377257,3,,,137.3377257,37.4777884
1281080360,37.4736713,137.0936827,1,,,137.0936827,37.4736713
1281080376,37.473045,137.154532,3,,,137.154532,37.473045
1281080419,37.4920071,137.2327345,4,,,137.2327345,37.4920071
1281080481,37.4272069,137.2411743,1,,,137.2411743,37.4272069
1281080558,37.4448019,137.3222546,3,,,137.3222546,37.4448019
1281080683,37.4375626,137.2636176,3,,,137.2636176,37.4375626
1281080805,37.4692464,137.3111627,3,,,137.3111627,37.4692464
1281080809,37.4582489,137.3240585,4,,,137.3240585,37.4582489
1281080827,37.4414037,137.2742996,3,,,137.2742996,37.4414037
1281080836,37.4422805,137.2727939,4,,,137.2727939,37.4422805
1281080861,37.466344,137.146343,3,,,137.146343,37.466344
1281080920,37.4374247,137.2614262,4,,,137.2614262,37.4374247
1281080973,37.4605893,137.2226255,3,,,137.2226255,37.4605893
1281081005,37.4821645,137.3300258,3,,,137.3300258,37.4821645
1281081150,37.4322221,137.2484335,1,,,137.2484335,37.4322221
1281081196,37.401775,137.2377788,1,,,137.2377788,37.401775
1281081264,37.4618584,137.2578989,3,,,137.2578989,37.4618584
1281081305,37.5161906,137.278092,1,,,137.278092,37.5161906
1281081435,37.470469,137.300628,3,,,137.300628,37.470469
1281081469,37.4796748,137.3401764,3,yes,,137.3401764,37.4796748
1281081510,37.4678771,137.351511,3,,,137.351511,37.4678771
1281081610,37.457571,137.296789,3,,,137.296789,37.457571
1281081743,37.4400249,137.3239449,3,,,137.3239449,37.4400249
1281081810,37.4712823,137.0897898,3,,,137.0897898,37.4712823
1281081818,37.515618,137.252981,3,,,137.252981,37.515618
1281081981,37.4092863,137.234036,4,yes,,137.234036,37.4092863
1281081984,37.461269,137.2841074,3,,,137.2841074,37.461269
1281082016,37.4819493,137.3386071,3,,,137.3386071,37.4819493
1281082055,37.4629792,137.2698757,3,,,137.2698757,37.4629792
1281082135,37.5268866,137.2845101,3,,,137.2845101,37.5268866
1281082181,37.476586,137.137538,1,,,137.137538,37.476586
1281082184,37.4409638,137.306261,4,,,137.306261,37.4409638
1281082229,37.4670312,137.3504585,3,,,137.3504585,37.4670312
1281082252,37.4504958,137.2940112,3,,,137.2940112,37.4504958
1281082401,37.5083895,137.2168738,3,,,137.2168738,37.5083895
1281082439,37.4984345,137.2671914,1,,,137.2671914,37.4984345
1281082481,37.455768,137.314389,3,,,137.314389,37.455768
1281082512,37.419298,137.228471,3,,,137.228471,37.419298
1281082569,37.500897,137.17441,3,,,137.17441,37.500897
1281082619,37.4910861,137.1223376,3,,,137.1223376,37.4910861
1281082669,37.4318498,137.2570256,3,,,137.2570256,37.4318498
1281082698,37.4578938,137.2469915,3,,,137.2469915,37.4578938
1281082852,37.475456,137.153621,1,,,137.153621,37.475456
1281082963,37.4520326,137.347597,3,,,137.347597,37.4520326
1281082982,37.5232804,137.3023945,3,,,137.3023945,37.5232804
1281082995,37.4922836,137.2347765,3,,,137.2347765,37.4922836
1281083039,37.528846,137.2885729,3,,,137.2885729,37.528846
1281083099,37.4443768,137.2819106,3,,,137.2819106,37.4443768
1281083104,37.4550989,137.2325007,3,,,137.2325007,37.4550989
1281083131,37.4506174,137.2618462,3,,,137.2618462,37.4506174
1281083165,37.4431212,137.3129377,3,,,137.3129377,37.4431212
1281083273,37.4452145,137.2754294,3,,,137.2754294,37.4452145
1281083343,37.447347,137.352299,4,,,137.352299,37.447347
1281083395,37.4423528,137.2628612,3,,,137.2628612,37.4423528
1281083597,37.4577048,137.2338376,3,,,137.2338376,37.4577048
1281083686,37.41837,137.230122,3,,,137.230122,37.41837
1281083768,37.454692,137.2590479,3,,,137.2590479,37.454692
1281083779,37.4909537,137.3166751,3,,,137.3166751,37.4909537
1281083802,37.4572283,137.3548248,3,,,137.3548248,37.4572283
1281083837,37.461077,137.293124,4,,,137.293124,37.461077
1281083863,37.397254,137.241484,1,,,137.241484,37.397254
1281083880,37.4398725,137.3166511,3,,,137.3166511,37.4398725
1281083897,37.4653333,137.2989853,3,,,137.2989853,37.4653333
1281083921,37.5192657,137.2405541,3,,,137.2405541,37.5192657
1281083937,37.4574859,137.2632922,3,,,137.2632922,37.4574859
1281084012,37.441403,137.3112251,3,,,137.3112251,37.441403
1281084063,37.470844,137.162312,3,,,137.162312,37.470844
1281084079,37.4870398,137.2379696,1,,,137.2379696,37.4870398
1281084125,37.4869904,137.2446855,1,,,137.2446855,37.4869904
1281084186,37.4488025,137.287618,3,,,137.287618,37.4488025
1281084228,37.3976225,137.1357405,3,,,137.1357405,37.3976225
1281084289,37.4905584,137.3121549,3,,,137.3121549,37.4905584
1281084359,37.458589,137.270801,1,,,137.270801,37.458589
1281084387,37.4004953,137.2399069,3,,,137.2399069,37.4004953
1281084410,37.4366793,137.1541603,3,,,137.1541603,37.4366793
1281084412,37.4406762,137.3073555,3,,,137.3073555,37.4406762
1281084417,37.4428302,137.264457,3,,,137.264457,37.4428302
1281084441,37.458822,137.351337,1,,,137.351337,37.458822
1281084489,37.4583943,137.2348051,3,,,137.2348051,37.4583943
1281084495,37.5258521,137.2604748,3,,,137.2604748,37.5258521
1281084508,37.4618502,137.2169522,4,,,137.2169522,37.4618502
1281084533,37.4474709,137.2879697,3,,,137.2879697,37.4474709
1281084608,37.3967543,137.2218959,3,,,137.2218959,37.3967543
1281084620,37.5130703,137.2204939,3,,,137.2204939,37.5130703
1281084674,37.4445124,137.2695809,3,yes,,137.2695809,37.4445124
1281084722,37.4364674,137.2625011,3,,,137.2625011,37.4364674
1281084740,37.3982723,137.239911,4,yes,,137.239911,37.3982723
1281084744,37.4943143,137.2470132,3,,,137.2470132,37.4943143
1281084763,37.4456356,137.1584077,3,,,137.1584077,37.4456356
1281084766,37.5240507,137.3082164,3,,,137.3082164,37.5240507
1281084776,37.411573,137.217519,3,,,137.217519,37.411573
1281084809,37.525426,137.266989,1,,,137.266989,37.525426
1281084811,37.4997309,137.1531746,3,,,137.1531746,37.4997309
1281084816,37.521073,137.279774,1,,,137.279774,37.521073
1281084873,37.452944,137.190087,1,,,137.190087,37.452944
1281084916,37.4446357,137.2882569,3,,,137.2882569,37.4446357
1281084975,37.479089,137.198092,3,,,137.198092,37.479089
1281084993,37.4779163,137.0991725,1,,,137.0991725,37.4779163
1281085037,37.4343115,137.2623515,3,,,137.2623515,37.4343115
1281085085,37.4945115,137.343277,4,,,137.343277,37.4945115
1281085091,37.3983568,137.2381962,3,,,137.2381962,37.3983568
1281085107,37.4911755,137.1885619,3,,,137.1885619,37.4911755
1281085112,37.4596432,137.2257225,3,,,137.2257225,37.4596432
1281085123,37.4048571,137.2340015,3,,,137.2340015,37.4048571
1281085191,37.4826986,137.1077564,3,,,137.1077564,37.4826986
1281085230,37.4950728,137.2433007,3,,,137.2433007,37.4950728
1281085231,37.4405549,137.263358,3,,,137.263358,37.4405549
1281085256,37.4997907,137.1740029,3,,,137.1740029,37.4997907
1281085268,37.421477,137.238314,3,,,137.238314,37.421477
1281085274,37.4951413,137.3406403,3,,,137.3406403,37.4951413
1281085282,37.4237579,137.245621,3,,,137.245621,37.4237579
1281085294,37.4422279,137.2527177,3,,,137.2527177,37.4422279
1281085321,37.4001409,137.2432671,3,,,137.2432671,37.4001409
1281085323,37.4437287,137.2902993,3,,,137.2902993,37.4437287
1281085329,37.4278406,137.2498699,3,,,137.2498699,37.4278406
1281085414,37.4806335,137.3399396,3,,,137.3399396,37.4806335
1281085457,37.4556298,137.2513027,3,,,137.2513027,37.4556298
1281085477,37.408239,137.21194,1,,,137.21194,37.408239
1281085484,37.4474838,137.2831151,4,,,137.2831151,37.4474838
1281085515,37.4447263,137.289417,4,yes,,137.289417,37.4447263
1281085530,37.4412318,137.3130202,3,,,137.3130202,37.4412318
1281085599,37.4419393,137.1757452,3,,,137.1757452,37.4419393
1281085607,37.4633817,137.1620867,3,,,137.1620867,37.4633817
1281085627,37.4983213,137.3269476,3,,,137.3269476,37.4983213
1281085665,37.498462,137.2807435,3,,,137.2807435,37.498462
1281085792,37.4098394,137.2320999,3,,,137.2320999,37.4098394
1281085816,37.5258345,137.2953922,3,,,137.2953922,37.5258345
1281085854,37.3867339,137.2328902,4,,,137.2328902,37.3867339
1281085892,37.4814614,137.2758707,3,,,137.2758707,37.4814614
1281085964,37.3964816,137.2352191,4,,,137.2352191,37.3964816
1281086015,37.4797009,137.2837063,3,,,137.2837063,37.4797009
1281086027,37.4693195,137.2587327,3,,,137.2587327,37.4693195
1281086029,37.466473,137.134645,1,,,137.134645,37.466473
1281086095,37.4603761,137.3035536,3,,,137.3035536,37.4603761
1281086133,37.4409934,137.2699403,3,,traffic_signals,137.2699403,37.4409934
1281086168,37.4946467,137.2557116,3,,,137.2557116,37.4946467
1281086171,37.4920702,137.2489574,3,,,137.2489574,37.4920702
1281086297,37.381047,137.146876,4,,,137.146876,37.381047
1281086395,37.4925606,137.2332432,3,,,137.2332432,37.4925606
1281086453,37.468675,137.2648151,3,,,137.2648151,37.468675
1281086493,37.4403809,137.1907415,3,,,137.1907415,37.4403809
1281086541,37.452129,137.135381,1,,,137.135381,37.452129
1281086580,37.4594437,137.2344511,1,,,137.2344511,37.4594437
1281086588,37.3996351,137.1370996,3,,,137.1370996,37.3996351
1281086592,37.399974,137.21637,1,,,137.21637,37.399974
1281086643,37.5270785,137.3038953,1,,,137.3038953,37.5270785
1281086654,37.4380123,137.2654223,4,,,137.2654223,37.4380123
1281086774,37.4622862,137.3364537,3,,,137.3364537,37.4622862
1281086829,37.4169703,137.2439573,3,,,137.2439573,37.4169703
1281086863,37.443784,137.2809017,4,,,137.2809017,37.443784
1281086905,37.5035335,137.3485847,3,,,137.3485847,37.5035335
1281086929,37.484476,137.109249,3,,,137.109249,37.484476
1281086930,37.4328392,137.2526287,1,,,137.2526287,37.4328392
1281086940,37.4511421,137.3601281,3,,,137.3601281,37.4511421
1281086974,37.4067614,137.2341122,3,,,137.2341122,37.4067614
1281087032,37.4577372,137.2578026,3,,,137.2578026,37.4577372
1281087084,37.4662014,137.2972327,3,,,137.2972327,37.4662014
1281087098,37.4740906,137.1991105,3,,,137.1991105,37.4740906
1281087125,37.4463398,137.3265472,3,,,137.3265472,37.4463398
1281087138,37.4504994,137.262729,3,,,137.262729,37.4504994
1281087193,37.4166408,137.2442311,3,,,137.2442311,37.4166408
1281087269,37.465707,137.283805,3,,,137.283805,37.465707
1281087280,37.4708525,137.2426706,3,,,137.2426706,37.4708525
1281087308,37.440035,137.3173978,3,,,137.3173978,37.440035
1281087344,37.516759,137.2471681,3,,,137.2471681,37.516759
1281087365,37.5148168,137.2344754,1,,,137.2344754,37.5148168
1281087432,37.4955003,137.2530927,3,,,137.2530927,37.4955003
1281087517,37.4607924,137.2750694,3,,,137.2750694,37.4607924
1281087529,37.4486566,137.1604891,3,,,137.1604891,37.4486566
1281087570,37.4502832,137.2968426,4,yes,,137.2968426,37.4502832
1281087603,37.493452,137.331807,1,,,137.331807,37.493452
1281087604,37.4935,137.148,1,,,137.148,37.4935
1281087605,37.5004748,137.24461,3,,,137.24461,37.5004748
1281087651,37.4446181,137.3330739,1,,,137.3330739,37.4446181
1281087661,37.4580466,137.1954114,3,,,137.1954114,37.4580466
1281087698,37.5099439,137.2792582,3,,,137.2792582,37.5099439
1281087720,37.4024332,137.2422448,3,,,137.2422448,37.4024332
1281087721,37.4679122,137.2851848,3,,,137.2851848,37.4679122
1281087796,37.5294151,137.2902733,3,,,137.2902733,37.5294151
1281087861,37.440249,137.1897795,3,,,137.1897795,37.440249
